BUILDING_EN,PROJECT_ERA,CHAIN,PRODUCTION_COST,GOLD_MAINTENANCE,FOOD_FLAT,PRODUCTION_FLAT,GOLD_FLAT,SCIENCE_FLAT,CULTURE_FLAT,FAITH_FLAT,LOCAL_HAPPINESS,CITY_DEFENSE_STRENGTH,CITY_HP,FOOD_CARRYOVER_PERCENT,PRODUCTION_PERCENT,BUILDING_PRODUCTION_PERCENT,GOLD_PERCENT,SCIENCE_PERCENT,CULTURE_PERCENT,UNIT_XP_BONUS,SPECIALIST_TYPE,SPECIALIST_SLOTS,GPP_TYPE,FLAT_GPP,GREAT_WORK_TYPE,GREAT_WORK_SLOTS,AIR_CAPACITY_CHANGE,SPECIAL_EFFECTS,SOURCE_GRADE,NUMERIC_STATUS,NUMERIC_BASIS,VP_DISTRESS_REDUCTION,VP_POVERTY_REDUCTION,VP_ILLITERACY_REDUCTION,VP_BOREDOM_REDUCTION,VP_RELIGIOUS_UNREST_REDUCTION,MILITARY_SUPPLY_FLAT,MILITARY_SUPPLY_PERCENT,HEALTH_POINTS_PROVISIONAL,STABILITY_POINTS_PROVISIONAL,VP_AUDIT_STATUS,VP_AUDIT_REASON,POWER_LOAD,POWERED_BONUS,POWER_SOURCE_RULE,HEALTH_EFFECT_TYPE,HEALTH_POINTS_FINAL,SPONTANEOUS_PLAGUE_RISK_MULT,PLAGUE_DURATION_MOD_TURNS,HEALTH_OTHER_EFFECT,STABILITY_POINTS_FINAL,FINAL_MERGE_STATUS,FINAL_MERGE_SOURCES
Grid Battery Storage,Future,INDUSTRY_POWER,600,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,GRID_STORAGE=1; RENEWABLE_POWER_RELIABILITY=1; POWER_SYSTEM_CAPACITY=PENDING,B_PROJECT_INTERPOLATED,LOCKED_BUILDING_V1,Project historical/interpolated balance,0,0,0,0,0,0,0,0,0,KEEP_V1_BASE,No verified VP numeric conflict; retain project/Civ5/Civ6 baseline pending global cost curve.,0,,Generates 0 Power; storage rule deferred,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2;POWER_V4
Apothecary,Late Antiquity,FOOD_HEALTH,140,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,HEALTH_SYSTEM_EFFECT=HEALTH_V1; BASELINE_FOOD_SCIENCE_LOCKED,B_PROJECT_INTERPOLATED,VP_V2_AUDITED_PROVISIONAL,Project historical/interpolated balance; Health & Plague layer must be audited before V2 lock; Project H&P-adapted medical building; quantitative Health/plague effect requires health pass; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,0,2,0,PROJECT_VP_ADAPTED,Project Health building: Health +2 provisional; existing Food/Science retained.,0,,,FLAT,2,1.00,-1,Plague duration reduction; final duration minimum 3 turns.,0,MERGED_V5,BASE_V2;HEALTH_V1
Armory,Late Antiquity,MILITARY_TRAINING,160,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,,0,,0,,0,0,,A_CIV5_BNW_EXACT,VP_V2_AUDITED_PROVISIONAL,Civ5 BNW direct numeric anchor; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,1,0,0,0,0,1,0,0,0,VP_EXACT_ADOPTED,"VP verified: Armory gives Supply +1, Distress reduction 1, +2 Science and 20 XP.",0,,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2
Garden,Late Antiquity,RELIGION_NATURE,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,GREAT_PERSON_GENERATION_PERCENT=+25; VP_NO_UNHAPPY_SPECIALIST_DIVISOR=1; VP_OASIS_GOLD=+2,A_CIV5_BNW_EXACT,VP_V2_AUDITED_PROVISIONAL,Civ5 BNW direct numeric anchor; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,0,0,0,VP_EXACT_ADOPTED,VP verified Garden keeps Great Person role and removes specialist unhappiness at 1-per-specialist scale; oasis Gold +2 added.,0,,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2
Temple,Late Antiquity,RELIGION_NATURE,120,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,HEALTH_IF_ANIMAL_SACRIFICE_BELIEF=+1; VP_RELIGIOUS_PRESSURE_PERCENT=25,A_CIV5_BNW_EXACT,VP_V2_AUDITED_PROVISIONAL,"Civ5 BNW direct numeric anchor; Health & Plague layer must be audited before V2 lock; 47-resource/More Luxuries interaction audit required; Base Temple unchanged; Health & Plague belief effect is conditional, not base Health; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.",0,0,0,0,1,0,0,0,0,VP_EXACT_ADOPTED,"VP verified: Temple yields 3 Faith, Religious Unrest reduction 1, and +25% religious pressure.",0,,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2
Airport,Modern,AIR_SPACE,400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,AIRLIFT=1; GREAT_WORK_TOURISM_PERCENT=+50; HEALTH_EXTERNALITY=VIA_CITY_TOURISM_SYSTEM,A_CIV5_BNW_EXACT,VP_V2_AUDITED_PROVISIONAL,"Civ5 BNW direct numeric anchor; Health & Plague layer must be audited before V2 lock; Health & Plague Tourism penalty is a city-tourism system effect, not a direct Airport Health value; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.",0,0,0,0,0,0,0,0,0,PROJECT_VP_ADAPTED,Existing BNW airlift/tourism role retained; no speculative Needs modifier added.,1,Production+2,,NONE,0,1.00,0,"Tourism/imported disease exposure handled by network rules, not flat negative Health.",0,MERGED_V5,BASE_V2;POWER_V4;HEALTH_V1
Hangar,Modern,AIR_SPACE,350,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,AIR_UNIT_PRODUCTION_PERCENT=+25; AIR_UNIT_XP=+15,B_CIV6_ADAPTED,LOCKED_BUILDING_V1,Civ6/direct-city adaptation to Civ5 scale,0,0,0,0,0,0,0,0,0,KEEP_V1_BASE,No verified VP numeric conflict; retain project/Civ5/Civ6 baseline pending global cost curve.,0,,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2
Radar Station,Modern,CITY_DEFENSE,450,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,,0,,0,0,CITY_AIR_INTERCEPTION_CHANCE_PERCENT=50; CITY_AIR_INTERCEPTION_RADIUS=2,B_PROJECT_INTERPOLATED,VP_V2_AUDITED_PROVISIONAL,Project historical/interpolated balance; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,0,0,0,PROJECT_VP_ADAPTED,Existing project air-defense values retained; no extra VP Needs value added.,0,,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2
Broadcast Center,Modern,CULTURE_MEDIA,500,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,Music,2,0,VP_CULTURE_PER_POPULATION=0.50; VP_TOURISM_PER_POPULATION=0.50,B_CIV5_FUNCTIONAL_REMAP,VP_V2_AUDITED_PROVISIONAL,Civ5 functional remap/adaptation; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,1,0,0,0,0,0,VP_EXACT_ADOPTED,"VP verified Broadcast Tower analogue: Boredom -1, two music slots, +0.5 Culture and Tourism per population; old flat/percent Culture removed.",3,Culture+4,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2;POWER_V4
Film Studio,Modern,CULTURE_MEDIA,450,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,Film,2,0,GREAT_WORK_FILM_TOURISM_PERCENT=+50,B_PROJECT_INTERPOLATED,LOCKED_BUILDING_V1,Project historical/interpolated balance,0,0,0,0,0,0,0,0,0,KEEP_V1_BASE,No verified VP numeric conflict; retain project/Civ5/Civ6 baseline pending global cost curve.,3,Culture+4,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2;POWER_V4
Aquatics Center,Modern,ENTERTAINMENT,450,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,COASTAL_CITY_ONLY=1; COASTAL_OR_LAKE_ADJACENT_WONDER_TOURISM=+2_EACH,B_CIV6_ADAPTED,VP_V2_AUDITED_PROVISIONAL,Civ6/direct-city adaptation to Civ5 scale; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,1,0,0,0,0,0,PROJECT_VP_ADAPTED,Civ6 entertainment branch adapted to VP Needs: Boredom reduction 1; existing local Happiness retained.,2,Local Happiness+2,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2;POWER_V4
Stadium,Modern,ENTERTAINMENT,500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,VP_CITY_STATE_FRIENDSHIP_CHANGE=+20; VP_GREAT_WORK_TOURISM_PERCENT=+50; VP_GOLDEN_AGE_POINTS_PER_POPULATION=0.50,A_CIV5_BNW_EXACT,VP_V2_AUDITED_PROVISIONAL,Civ5 BNW direct numeric anchor; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,0,0,0,VP_EXACT_ADOPTED,"VP verified: Stadium direct Happiness removed; +20 city-state friendship, +50% Great Work Tourism and +0.5 Golden Age points/pop.",2,Local Happiness+2,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2;POWER_V4
Medical Lab,Modern,FOOD_HEALTH,500,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,,0,,0,,0,0,VP_POPULATION_CHANGE=+2; VP_SCIENCE_ON_BIRTH=50; VP_SCIENCE_ON_BIRTH_RETROACTIVE=50,A_CIV5_BNW_EXACT,VP_V2_AUDITED_PROVISIONAL,Civ5 BNW direct numeric anchor; Health & Plague layer must be audited before V2 lock; Health & Plague medical Health layer must be quantified before final lock; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,0,5,0,VP_EXACT_ADOPTED,"VP verified: Medical Lab gives +2 population, 15% food kept and 50 Science per birth retroactively. Project Health +5 provisional.",0,,,FLAT,5,1.00,-2,Plague duration reduction; final duration minimum 3 turns.,0,MERGED_V5,BASE_V2;HEALTH_V1
National History Museum,Modern,GOVERNMENT_DIPLOMACY,440,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,ANY,4,0,GOVERNOR_TITLE_REMOVED=1,B_CIV6_ADAPTED,VP_V2_AUDITED_PROVISIONAL,Civ6/direct-city adaptation to Civ5 scale; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,0,0,2,PROJECT_VP_ADAPTED,Tier-3 national institutional choice: provisional Stability +2; Great Work role retained.,0,,,NONE,0,1.00,0,,2,MERGED_V5,BASE_V2;STABILITY_BUILDING_V1
Royal Society,Modern,GOVERNMENT_DIPLOMACY,440,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,GOVERNMENT_CENTER_CITY_PROJECT_PRODUCTION_PERCENT=+20; WORKER_CHARGE_CONSUMPTION_REMOVED=1; GOVERNOR_TITLE_REMOVED=1,B_CIV6_ADAPTED,VP_V2_AUDITED_PROVISIONAL,Civ6/direct-city adaptation to Civ5 scale; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,0,0,1,PROJECT_VP_ADAPTED,Government/institution building: provisional Stability +1 added while existing unique effect is retained.,0,,,NONE,0,1.00,0,,1,MERGED_V5,BASE_V2;STABILITY_BUILDING_V1
War Department,Modern,GOVERNMENT_DIPLOMACY,440,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,ON_KILL_HEAL_HP=20; GOVERNOR_TITLE_REMOVED=1,B_CIV6_ADAPTED,VP_V2_AUDITED_PROVISIONAL,Civ6/direct-city adaptation to Civ5 scale; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,0,0,1,PROJECT_VP_ADAPTED,Government/institution building: provisional Stability +1 added while existing unique effect is retained.,0,,,NONE,0,1.00,0,,1,MERGED_V5,BASE_V2;STABILITY_BUILDING_V1
Research Lab,Modern,SCIENCE_EDUCATION,500,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Scientist,1,,0,,0,0,PROJECT_ACADEMY_SCIENCE=+1; VP_GREAT_SCIENTIST_RATE_PERCENT=33; VP_LOCAL_SCIENCE_FROM_HOSPITAL_MEDLAB_FACTORY=+4,A_CIV5_BNW_EXACT,VP_V3_WORKER_GPTI_NERF,Civ5 BNW direct numeric anchor; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,1,0,0,0,0,0,0,PROJECT_VP_ADAPTED_WORKER_GPTI_NERF,Academy is an ordinary Worker-built NoTwoAdjacent improvement and already receives several technology upgrades; VP +4 Science is reduced to +1 while the Research Lab's own Science and Great Scientist functions remain.,3,Science+5,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2;V3;POWER_V4
Bastion Walls,Renaissance,CITY_DEFENSE,220,0,0,0,0,0,0,0,0,8,25,0,0,0,0,0,0,0,,0,,0,,0,0,,B_CIV6_ADAPTED,VP_V2_AUDITED_PROVISIONAL,Civ6/direct-city adaptation to Civ5 scale; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,5,0,0,PROJECT_VP_ADAPTED,VP defense-line adaptation: +5% city military supply; existing defense/HP values retained.,0,,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2
Bank,Renaissance,COMMERCE_TRADE,200,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,Merchant,1,,0,,0,0,VP_GOLD_FROM_CARAVANSARY_AND_MINT=+3_EACH; VP_SCIENCE_FROM_GOLD_PURCHASE_PERCENT=15,A_CIV5_BNW_EXACT,VP_V2_AUDITED_PROVISIONAL,Civ5 BNW direct numeric anchor; 47-resource/More Luxuries interaction audit required; More Luxuries defines no direct Bank bonus; keep BNW Bank values; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,0,0,0,VP_EXACT_ADOPTED,"VP verified: Bank +2 Gold, +3 local Gold from Caravansary/Mint analogues, and Science equal to 15% of Gold purchases; existing project percent Gold retained.",0,,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2
Art Museum,Exploration,CULTURE_MEDIA,250,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,Art,3,0,VP_CULTURE_PER_POPULATION=0.25; VP_TOURISM_PER_POPULATION=0.25,B_CIV6_ADAPTED,VP_V2_AUDITED_PROVISIONAL,Civ6/direct-city adaptation to Civ5 scale; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,1,0,0,0,0,0,PROJECT_VP_ADAPTED,VP Museum analogue: flat Boredom reduction 1 and 0.25 Culture/Tourism per population; applied to mutually exclusive museum branches.,0,,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2
Printing Press,Renaissance,CULTURE_MEDIA,200,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,Writing,1,0,,B_PROJECT_INTERPOLATED,VP_V2_AUDITED_PROVISIONAL,Project historical/interpolated balance; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,1,0,0,0,0,0,0,PROJECT_VP_ADAPTED,Project print infrastructure: Illiteracy reduction 1 added; writing slot and Culture retained.,0,,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2
Chancery,Renaissance,GOVERNMENT_DIPLOMACY,290,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,INFLUENCE_POINTS_PER_TURN=+3; ON_ENEMY_SPY_KILLED_OR_CAPTURED_SCIENCE=50_PER_SPY_LEVEL,B_CIV6_ADAPTED,VP_V2_AUDITED_PROVISIONAL,Civ6/direct-city adaptation to Civ5 scale; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,0,0,1,PROJECT_VP_ADAPTED,Government/institution building: provisional Stability +1 added while existing unique effect is retained.,0,,,NONE,0,1.00,0,,1,MERGED_V5,BASE_V2;STABILITY_BUILDING_V1
Constabulary,Renaissance,GOVERNMENT_DIPLOMACY,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,ENEMY_SPY_TECH_STEAL_EFFECTIVENESS_PERCENT=-25; VP_SPY_SECURITY=+15; VP_SPY_SECURITY_PER_4_POP=+1; VP_PRODUCTION_FROM_SPY_ATTACK=50; VP_COST_AUDIT=160_TO_220,A_CIV5_BNW_EXACT,VP_V2_AUDITED_PROVISIONAL,Civ5 BNW direct numeric anchor; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,1,0,0,0,0,0,0,0,1,VP_EXACT_ADOPTED,VP espionage/Distress role adopted; Renaissance cost raised 160→220 to avoid an anomalously cheap late administrative building.,0,,,NONE,0,1.00,0,,1,MERGED_V5,BASE_V2;STABILITY_BUILDING_V1
Arsenal,Renaissance,MILITARY_TRAINING,300,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,0,0,,0,,0,,0,0,VP_HEAL_RATE_CHANGE=+5,A_CIV5_BNW_EXACT,VP_V2_AUDITED_PROVISIONAL,Civ5 BNW direct numeric anchor; VP 2026 master verified/adapted building-system pass; project Health/Stability values provisional.,0,0,0,0,0,0,5,0,0,VP_EXACT_ADOPTED,VP verified: Arsenal +5% supply and +5 healing; defense values retained.,0,,,NONE,0,1.00,0,,0,MERGED_V5,BASE_V2
Smokehouse,Ancient,FOOD_HEALTH,75,1,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,CAMP_PRODUCTION=+1; BORDER_GROWTH_FOOD=10; BISON_FOOD=+1; DEER_FOOD=+1,PROJECT_V3_OVERRIDE,VP_V3_PROJECT_ADAPTED,Building V3 additive override,,,,,,,,,,PROJECT_VP_ADAPTED,Current VP role retained at project Trapping gate; 75 Production matches the project's early specialized-building band and remains subject only to the future common building-cost multiplier.,0,,,NONE,0,1.00,0,Bison/Deer Food bonuses remain food effects only.,0,MERGED_V5,V3;HEALTH_V1
Forge,Ancient,INDUSTRY_POWER,75,1,0,0,0,1,0,0,,,,,,,,,,,Engineer,1,,,,,,MINE_PRODUCTION=+1; IRON_PRODUCTION=+1; IRON_GOLD=+1; COPPER_GOLD=+2,PROJECT_V3_OVERRIDE,VP_V3_PROJECT_ADAPTED,Building V3 additive override,,,,,,,,,,PROJECT_VP_ADAPTED,Current VP Forge role retained at Bronze Working; no unsupported flat Production added because the verified VP role is Science +1 plus Engineer slot and Mine/resource enhancement.,0,,,NONE,0,1.00,0,,0,MERGED_V5,V3
